Topic,Words,Frequency,Class
5,"biblioteksplanen, folkbiblioteksverksamheten, utvecklingsområden, styrdokument ser biblioteksplanen, slår fast antal utvecklingsområden folkbiblioteksverksamheten",1,Jönköping
6,"medierna medarbetarna, rummet medierna medarbetarna, rummet medierna, rummet, medarbetarna",2,Jönköping
7,"eriksson, samt information kunskap enligt nationell, nationell digitaliseringsstrategi skolväsendet skolbiblioteken viktig, skolbiblioteken viktig pedagogisk, teknik ökad",1,Jönköping
8,"ungas, kultur, barn, rätt, både sprida kunskap tillämpa",2,Jönköping
11,"kungliga, sfs, kungliga biblioteket, 06 10, 2020 06 10",5,Jönköping
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Jönköping
16,"lokalen, skolbibliotekens, skolan, finns bland skolans elever 16, bland skolans elever 16",1,Jönköping
19,"jönköpings kommun, jönköpings, rummet, nyckeln, kommun",2,Jönköping
23,"jönköpings, jönköpings stadsbibliotek, råslätt, öxnehaga, råslätt öxnehaga",1,Jönköping
29,"elevernas kunskaper, elevernas, nyfikenhet, kunskaper, skolbiblioteket",1,Jönköping
-1,"sundsvalls, sundsvalls kommun, biblioteket, genom, olika",33,Sundsvall
0,"undervisningsnära tjänster, undervisningsnära, tjänster, digital, hjälp undervisningsnära tjänster",2,Sundsvall
2,"länsbiblioteket, länet, sundsvalls, sörjer medier hela länet andra, sörjer medier hela länet",3,Sundsvall
3,"10, 13, 11, sundsvalls, landsbygd 10 undervisningsnära",2,Sundsvall
4,"nationella, bland annat, annat, bland, språklagen",1,Sundsvall
12,"rikare, tillväxt, kapital, sundsvall, hållbar",4,Sundsvall
14,"fritt, stå fri hindrande, fri hindrande, tillhandahålls övrig, tillhandahålls övrig verksamhet understödja",1,Sundsvall
16,"skolbibliotek, tillgång skolbibliotek, eleverna tillgång skolbibliotek, eleverna tillgång, tillgång",2,Sundsvall
19,"sundsvalls, landsbygden, sundsvalls kommuns, 2021, sundsvalls kommun",3,Sundsvall
25,"biblioteksplanen, 2017 2021, 2021, övergripande, kommunfullmäktige definierar",1,Sundsvall
26,"ställa litteratur, ställa, förfogande, länsbiblioteket, lånecentraler",1,Sundsvall
28,"sundsvalls, läsning, sundsvalls stadsbibliotek, läsare, läsfrämjande",1,Sundsvall
-1,"skövde, biblioteken, biblioteket, barn, digitala",17,Skövde
0,"digitala, digital, vidgat deltagande, vidgat, mera överbrygga fysiska",3,Skövde
1,"lågintensiva, menar, library, kulturella, sociala",1,Skövde
2,"studieförbund föreningsliv näringsliv enskilda nätverk, besökande biblioteket samarbeta studieförbund, enskilda nätverk, dialog skövdebor besökande biblioteket, dialog skövdebor besökande biblioteket samarbeta",1,Skövde
3,"skövde, skövde kommun, kommun, biblioteksplan, nationell biblioteksstrategi",1,Skövde
4,"tillgång, skolbibliotek, gymnasieskolan tillgång skolbibliotek skolbibliotek, teknik skollagen, lokaler rimligt avstånd skolbiblioteket anpassat",1,Skövde
8,"sverige, framåt medarbetarnas kompetens höjas, nationell biblioteksstrategi 2019 demokratins, kunskap konventionens innehåll barn, enligt sprida information",1,Skövde
11,"skövde, 2020 2023, 2023, 2020, verksamhetsberättelse biblioteksplan 2020 2023",1,Skövde
-1,"biblioteket, tjänster, skall, genom, barn",52,Hedemora
0,"digitala, digital, biblioteket, tjänster, bibliotekets",4,Hedemora
1,"649, respektive, miljö biblioteksbesökaren fysiska respektive digitala, uppgick 2017, ordningsregler tillämpades mer konsekvent",1,Hedemora
3,"hedemora, kommun, föreningsliv, föreningsliv studieförbund, studieförbund",2,Hedemora
4,"särskild, litteratur, personer, allmänna biblioteksväsendet ägna särskild uppmärksamhet, biblioteksväsendet ägna särskild uppmärksamhet",3,Hedemora
5,"kvalitetsrapporten, årliga kvalitetsrapporten, årliga, verksamheten, biblioteksplanen",1,Hedemora
7,"insikt, förståelse, ge insikt, ge, erbjuda möjligheter",2,Hedemora
8,"barnet, rätt, barnets, barnet rätt, barn",13,Hedemora
9,"kommunen, hedemora, äldre, år, sysselsättning",8,Hedemora
11,"bilaga, hedemora, bilaga unesco, hedemora kommun, unesco",1,Hedemora
12,"hedemora, vägen, hedemora kommun, kommun, god",4,Hedemora
14,"allmänna biblioteksväsendet, biblioteksväsendet, allmänna, biblioteksverksamhet, biblioteken allmänna biblioteksväsendet",1,Hedemora
16,"skolbibliotek, lagen finns definition begreppet skolbibliotek, lagen finns definition begreppet, lagen finns definition, lagen finns",2,Hedemora
18,"folkbiblioteken, tid, tillgång, fall låntagare avtalad, låntagare avtalad tid",4,Hedemora
20,"ansvarar, staten, landsting, ansvarar staten, kommuner",2,Hedemora
22,"organisatoriskt, hedemora, politiskt beslutande organet verksamhetsbudgeten innevarande, bildningsnämnden politiskt, ca miljoner kr netto",1,Hedemora
24,"timmar, m2, 50 timmar, öppethållandet, uppgår",1,Hedemora
26,"lånecentraler, ställa litteratur, avgiftsfritt ställa litteratur, avgiftsfritt ställa, ställa",1,Hedemora
29,"genom olika insatser, olika insatser, genom olika, samtliga program uppsatta, pedagogiska funktion gentemot",1,Hedemora
-1,"biblioteket, inflytande, olika, genom, nationella",20,Eslöv
0,"digitala, biblioteken, digital, samhället, verktyg",6,Eslöv
1,"biblioteket, meröppna, tekniska utrustning, möjlighet, mötesplats",5,Eslöv
2,"partnerskap, samarbeten, verksamheter, samtliga verksamheter, idéburna",3,Eslöv
5,"biblioteksplanen, eslövs kommun, eslövs, revidering, tas fram",2,Eslöv
8,"artikel, rätt, barn, barn rätt, rättigheter",1,Eslöv
9,"eslövs, eslövs kommun, invånare, år, invånarantalet",5,Eslöv
11,"2020 12, scb, eslövs, 2020 12 01, 12 01",2,Eslöv
12,"eslövs, nyskapande, hållbarhet, kulturell verksamhet eslövs kommunbiblioteken, fyra utvecklingsområden delaktighet social hållbarhet",1,Eslöv
28,"uppdaterade relevanta samlingar, metod läsfrämjande arbeta litteratur, medier skapa brett, skapa brett allsidigt utbud både, teknik framgångsrik metod läsfrämjande arbeta",1,Eslöv
-1,"skall, biblioteket, biblioteket skall, genom, säkerställan genom årliga",21,Strömsund
0,"förändringar, ökar, kunna, digitala, takt",2,Strömsund
1,"skall, biblioteket skall, biblioteket skall erbjuda, skall erbjuda, biblioteket",1,Strömsund
3,"barn kultur, strömsunds kommuns biblioteksverksamhet skall, biblioteksverksamhet skall arbeta 8på biblioteket, kultur utbildningsnämndeninnehållsförteckning finansiering uppdrag, biblioteksverksamhet skall arbeta 8på",1,Strömsund
5,"strömsund, årliga, fungerar, backe, backe gäddede hammerdal",1,Strömsund
-1,"biblioteket, biblioteksbesök, barn, olika, snabbtips",22,Grästorp
0,"digitala, digital, uppdraget minska digitala utanförskapet digitala, minska digitala utanförskapet digitala klyftan, uppdraget minska",2,Grästorp
1,"sker möten, människor olika, biblioteket, unesco, möten",1,Grästorp
2,"förutsätter använda internet tjänster, folkbiblioteket arbeta öka, samhällstjänster förutsätter använda, tjänster klyftan ökar, samhällstjänster förutsätter använda internet tjänster",1,Grästorp
3,"grästorps, biblioteket 12det, 12det, kommunens strategi, 2023",1,Grästorp
4,"anpassade medier, ladda ner talböcker, anpassade, talböcker, ner talböcker",1,Grästorp
5,"biblioteksplanen, lämna, 2023, nationell biblioteksstrategi, biblioteksstrategi",1,Grästorp
11,"allmänna biblioteksväsendet, biblioteksväsendet, allmänna, unesco, samt",1,Grästorp
18,"kunskapen informationsteknik, öka kunskapen informationsteknik, öka kunskapen informationsteknik användas, kunskapen informationsteknik användas, informationsteknik användas",1,Grästorp
21,"biblioteket, via, grästorp, bibliotekets, böcker",2,Grästorp
29,"elevernas, prioriterat stödja, främja skolans utbildningsmålfrämja elevernas läslust, främja skolans utbildningsmålfrämja, främja skolans utbildningsmålfrämja elevernas",1,Grästorp
-1,"alingsås, biblioteken, samt, genom, barn",13,Alingsås
18,"lärande, delaktighet, www, skollokalerna rimligt avstånd, elevernas lärande kring språklig förmåga",1,Alingsås
-1,"biblioteket, olika, finns, erbjuda, allmänna biblioteksväsendet",21,Bengtsfors
0,"medför, ökade, kulturrådets satsning stärkta bibliotek diarienummerbiblioteksplandatumövergripande, nationella stödsatsningar öronmärkta pengar, ökade krav biblioteken lokalpolitik",1,Bengtsfors
1,"såsom litteratur språk it frågor, mm föreläsningar, skilda ämnen biblioteket förvärvar, samtalet biblioteket vill främja mötet, skilda ämnen biblioteket förvärvar samlar",1,Bengtsfors
3,"bengtsfors, övergripande, verksamhet, biblioteksplanen, syftet",1,Bengtsfors
4,"litteratur, annat, ägna särskild uppmärksamhet, erbjuda litteratur, ägna särskild",4,Bengtsfors
5,"justeras aktuell gällande personaltäthet mål, aktuell gällande personaltäthet mål, planen justeras, planen justeras aktuell gällande, planen justeras aktuell",2,Bengtsfors
6,"integrerat, dals långed, långed, tim, öppet",1,Bengtsfors
10,"svenska, svenska biblioteket, minoritetsspråken, annat, nationella",1,Bengtsfors
11,"unescos, biblioteksplan nationell biblioteksstrategi förslag kungliga, biblioteket bengtsfors kommuns mål 2018, styrdokument ifla unescos internationella biblioteksmanifest, biblioteksverksamhet finnas tillgänglig unescos folkbiblioteksmanifest",1,Bengtsfors
13,"biblioteket, in, språkutveckling bibliotekets mediebestånd, få lästips, in kvalitetslitteratur utlån barn",1,Bengtsfors
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Bengtsfors
15,"bibliotekets, tillgänglig fysiska, bibliotekets informationsdisk bemannas hela, fjärrlån bibliotekets inköpsansvarige, medborgarnas inköpsförslag bibliotekets informationsdisk bemannas",1,Bengtsfors
18,"folkbiblioteken, få, tid, tillgång, tillgång litteratur",2,Bengtsfors
20,"ansvarar, staten, ansvarar staten, enskilda, regionerna",3,Bengtsfors
26,"finnas, 2019 961 diarienummerbiblioteksplandatumhögskolebibliotek12 finnas, diarienummerbiblioteksplandatumhögskolebibliotek12 finnas tillgång, lag 2019 961 diarienummerbiblioteksplandatumhögskolebibliotek12 finnas, 2019 961 diarienummerbiblioteksplandatumhögskolebibliotek12",1,Bengtsfors
27,"bibliotek, dalsland, bibliotek dalsland, transportsystem, medieförsörjning",1,Bengtsfors
-1,"barn, folkbiblioteket, biblioteket, genom, samt",30,Ljungby
0,"digitalt, ljungby, digitala, biblioteket, stimulera publika biblioteken effektiva",2,Ljungby
2,"kronoberg, blekinge, bibk, blekinge kronoberg, bibliotek",4,Ljungby
3,"ljungby, 12, biblioteksplan, 11, revidering 14 länkar dokument",2,Ljungby
4,"01, anställs särskild, svenska nationella minoriteterna förvaltningsmålen, biblioteken klart 2021, biblioteken klart",1,Ljungby
5,"www, se, https, http www, http",1,Ljungby
7,"skolans, elevernas, enligt läroplanen särskilt ansvar, läroplanen särskilt ansvar skolans, rektor enligt läroplanen särskilt",2,Ljungby
10,"svenska, nationella, minoritetsspråken, nationella minoritetsspråken, köps",1,Ljungby
14,"ljungby, biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet",1,Ljungby
21,"finns, webbplatsen, biblioteket, makerspace, finns tillgängligt",2,Ljungby
23,"kronoberg, blekinge, samarbete, ljungby deltar satsning, intresse kring läsning",1,Ljungby
24,"kl, timmar, följer mataffärens, mataffärens, folkbiblioteket integrerat",2,Ljungby
25,"ljungby, biblioteksplan, ljungby kommuns, biblioteksplanen, ljungby kommun",1,Ljungby
-1,"bromölla, bromölla kommuns, samt, biblioteken, olika",17,Bromölla
0,"digitala, digital, information, utveckla, öka digitala",2,Bromölla
2,"bästa sätt uppfylla kommunens, sätt uppfylla kommunens övergripande, samt särskilt nå, andra kommunala verksamhetsområden syftar bästa, syftar bästa sätt uppfylla kommunens",2,Bromölla
5,"fram ansvar utvärderingen ligger, plan börjar tas, plan börjar tas fram ansvar, ansvar utvärderingen, ansvar utvärderingen ligger",1,Bromölla
6,"skolbibliotek, skolbibliotek finns tillgång fackutbildad, samordnande funktion samtliga, lärare skolbibliotekscentralen samordnande, lärare skolbibliotekscentralen samordnande funktion",1,Bromölla
7,"utredningen, skolbiblioteken skolchefen respektive, skolbibliotek läromedel skolbibliotek bildning, kom början, föreslår ändringar skollagen definiera",1,Bromölla
8,"fn, www, se, gor, manskliga",1,Bromölla
-1,"lomma, genom, lomma kommun, barn, främja",36,Lomma
3,"10, kommun, biblioteksplan, 2020, bibliotek",2,Lomma
4,"folkbibliotekens, läsning, ägna särskild uppmärksamhet, ägna särskild, särskild uppmärksamhet",2,Lomma
7,"samtal, enskilt grupp finns också, egna identiteten skolbibliotekslokalen erbjuder stimulerande, vidgade skolbiblioteksbegreppet ges, resurser skolbiblioteket bemannat fackutbildad bibliotekarie",1,Lomma
11,"biblioteksplanen, biblioteksresurser, styrdokument, präglas, biblioteksplanen 2015 2018 nuläge",1,Lomma
12,"lomma, lomma kommun, kommun, invånarna, känner",5,Lomma
13,"erbjuds, medverkan, förskolan, medverkan föräldramöte erbjuds, skollovsaktiveter anordnas kontinuerligt",3,Lomma
16,"eleverna, skolbibliotek, tillgång skolbibliotek, använda, olika kommunikationsformer eleverna grundskolan",1,Lomma
-1,"huddinge, biblioteken, behov, olika, skolbibliotek",23,Huddinge
0,"förändras, snabbt totala mängden information såväl, ökar befinner, samhället sammanflätat bibliotekens roll, samhället sammanflätat",1,Huddinge
1,"användarnas, måste tillgängliga förutsättning, placerade bästa sätt bidrar likvärdig, sätt bidrar likvärdig tillgång bibliotek, bibliotekens lokaler utbud verksamhet",1,Huddinge
4,"erbjudas, programperiodende mångspråkiga utbuden, del informationen fokusområden programperiodende, ta del informationen fokusområden programperiodende, fokusområden programperiodende",1,Huddinge
5,"utökat ansvar, biblioteksprogrammet, programmet, utökat, löpande",1,Huddinge
9,"huddinge, huddinges, procent, födda, sverige",3,Huddinge
-1,"osby, osby kommun, kommun, del, olika",22,Osby
0,"digitala, navigera digitala, navigera, kulturarrangemang, digital",2,Osby
3,"fritzes stockholm, fritzes, skolverket, skolverket 2011, 2011",2,Osby
4,"ifla unesco, personer, svenska, litteratur, funktionshinder",4,Osby
7,"förmåga, eleverna, skolan, lgr, lgr 11",2,Osby
11,"skane, kunna, 2015 ifla, ochplaner regionalkulturplan, ochplaner regionalkulturplan for",1,Osby
13,"år samband, fyller, samband, erbjuds bok tre tillfällen, utlån språkkurser",1,Osby
14,"målgrupper, kunskapsförmedling, bibliotekslagen anger, åsiktsbildning, fri åsiktsbildning",1,Osby
24,"timmar, timmar vecka, vecka, öppet, vecka skolbiblioteket",1,Osby
28,"osby, 000 ord, folkbiblioteket osby satsar, osby satsar, barn läst",1,Osby
-1,"västervik, bibliotek, västerviks, biblioteket, barn",50,Västervik
0,"digitala, digital, biblioteket, också, användarna",14,Västervik
1,"meröppna bibliotek, meröppna, inredningen, biblioteket, bibliotek",7,Västervik
2,"expertis, konsult, filialbibliotek, nätverk, bibliotek",2,Västervik
4,"biblioteken västervik, personer, västervik, funktionsnedsättning, personer funktionsnedsättning",1,Västervik
5,"levande, 12, västervik, biblioteksplanen, uppföljning",2,Västervik
17,"uppgifter, personalen, team, bibliotek, teamstruktur",10,Västervik
24,"öppet, timmar, västervik, söndagar, lördagar",1,Västervik
26,"områden anknyter, forskning universitetet högskolan, forskning universitetet, universitetet högskolan, områden anknyter utbildning forskning",2,Västervik
-1,"övertorneå, mål, biblioteket, norrbotten, mål biblioteket övertorneå",9,Övertorneå
0,"digitala, digital, bibliotekets digitala, marknadsföra bibliotekets digitala, marknadsföra bibliotekets digitala tjänster",3,Övertorneå
1,"medborgarna, vill upptäcka, samhället mötesplats kunskapskälla utsträckt, upptäcka litteratur kultur engagemang läsfrämjande, väcka kunskapstörst ge",1,Övertorneå
